-6.784947304872217533e-01,-3.054994630536528866e-01,-5.973810610451428804e-01,1.104180469461195635e-01,1.197178531461912776e+00,-7.710421571412046093e-01,1.000820497768414086e+00,-7.816720723468876253e-01,-8.476272124968842192e-01,8.185946183432132317e-01
9.219363780076167414e-01,8.514099367626543069e-01,-1.315797408218141173e+00,-4.659509780720507699e-01,8.229885920033214175e-01,4.154184056389460811e-02,-1.073692846197464190e+00,4.583179391254417201e-01,-7.148072589914704622e-01,1.794524848392212046e+00
1.544841462418258482e+00,6.040974263555672907e-01,1.361006704769773590e+00,6.479135012338109456e-02,7.654374943750158478e-01,1.477720295302074938e+00,2.454986817943126953e-01,-2.551871715142836616e-01,-1.704621958177115815e+00,-8.313352572149398934e-02
8.234231845623113388e-01,9.456334275676296919e-01,5.043650657184097774e-01,-5.412990949622398240e-01,-1.976821568947590535e+00,-4.952150980047351214e-01,-3.043448710539514157e-01,-3.129289671900141179e-01,6.185563569779244375e-01,1.985676411014839715e+00
1.235292018410930198e-01,-2.167317891564616572e-01,-2.592218130040925272e-01,1.243847669077142032e-01,-8.282937603483989664e-01,1.201985587460550758e-01,4.508123363317997900e-01,2.096860635744881296e-01,4.575419340047812145e-01,4.337476093485352902e-01
-1.771896682246443699e+00,6.368701583954031742e-01,-6.710148456624536184e-01,-1.095839163003957895e+00,-1.104451827854996182e+00,4.335416104725293152e-01,-2.225749272248529476e-01,-1.681968783985410720e+00,4.780378151922834440e-01,-1.439608130798827323e+00
1.398213585182108698e-01,2.384989256730541407e-01,8.855770816950448987e-01,1.781684786466851467e+00,-1.364676325900541665e+00,-5.247385606304943995e-02,-2.763352950442173328e-01,4.337496859609622502e-01,2.156687709336185810e-01,-3.525462427366199414e-01
-4.409021886108555055e-01,-1.116450855184047519e+00,9.878615824065092310e-01,4.592041815995292486e-01,9.177681977951372971e-01,-3.103961364755136731e-01,-6.568354686944304355e-01,-1.078315066629227825e+00,3.589175837406595182e-01,-1.039793224528234639e+00
1.848663068966550194e+00,-1.307642581093440448e+00,2.736601192125018844e-01,1.566854707213786169e+00,5.990897592638090297e-01,1.756737124917793214e-01,-9.684836469618955945e-01,-1.381769188567703921e+00,7.700501089175858516e-01,1.506147240774946550e+00
-4.388499904781714700e-01,-1.139061507616351054e+00,-2.458169430549018486e+00,-9.807648436625376887e-01,-1.136568424990401921e-01,1.599123240836734183e+00,6.731336922329684835e-01,3.050854047067529939e-01,-4.001196613011309688e-01,-5.831657172559563396e-01
1.405647597507963642e+00,2.007385407583894832e-01,-2.102600691921022058e+00,-6.735396478972428547e-01,-8.582160317716267528e-01,-5.462640091774648710e-01,5.629106602850851848e-01,-1.074448817942494083e-01,-7.686540700366202572e-02,1.313473161325236616e+00
-6.964610897866884143e-01,1.864199525887349607e+00,-6.713075913710860876e-01,8.919819661257137600e-02,-2.812035954027669038e-01,1.234191335009610507e-01,4.445919950731289649e-01,4.338352400888765281e-01,-7.531173306205799500e-01,-1.122914677447570675e+00
2.503171790905710736e+00,-4.839843396005530929e-01,6.992124386719865692e-01,-1.607641310523196809e+00,-2.796127199046767875e-01,-1.271993839824429318e-01,4.728150699278325098e-01,-2.722454140991938942e+00,1.661406130783306401e-01,-1.149741455367892851e+00
3.243457111949238358e-01,-1.036329196838162936e+00,-8.554826959255813490e-01,-2.736276103932681614e-01,-1.052329469603195289e+00,-4.755344467353548321e-01,-1.193375768543315285e+00,-1.833170451698727499e+00,1.017957052429359521e+00,-1.296048692823928317e+00
-1.786808876079835351e-01,7.528910814937849194e-01,-6.149441025160431451e-01,-8.251658997455378897e-01,2.262380886674214830e-01,1.117933822727152027e+00,-1.169315265086468880e+00,-1.501478320174389203e-01,-1.732494594967327384e+00,-3.932010036821900201e-01
3.420468453807544440e-02,-8.546246417550656949e-01,-4.569918338252314527e-01,-1.408226768307450083e+00,7.707861138149361968e-02,1.055694248883149777e+00,-1.097143869770463631e+00,-6.226717665523828771e-01,5.025462464541817775e-01,1.212090719322736154e+00
-1.493189812208931322e+00,-1.687847374159493208e-01,2.831308223195250218e-01,-1.020563906288479705e-01,-2.476792066877087084e+00,5.010900093087718998e-01,1.519336351090644133e+00,1.166617511695034332e-01,-1.031106053294263303e+00,-5.131272463642830850e-01
1.769913067655592975e+00,9.099625408605586108e-01,6.400266183843292822e-01,3.564125835343760484e-01,-6.611371121909723758e-01,-2.005711806557685661e-01,-7.792273567851586147e-02,5.495743160644439573e-01,1.508918894266903399e+00,1.118338136793127990e+00
-1.419384355796040609e+00,2.239949689010487244e-01,7.367633451678969880e-01,6.188603301446353733e-01,-6.292337633874194314e-01,2.914109215768361683e+00,-1.277084562331118889e+00,-1.083188446666049964e+00,2.335950812615762984e-01,2.116803054963853459e+00
